July 2011,24,"Day: Hisano Kuroda, Night: Ryotaro Dojima"
July 2011,25,"Day: Naoki Konishi, Night: Nanako Dojima"
July 2011,26,Fox
July 2011,27,"Day: Marie, Night: Sayoko Uehara"
July 2011,28,"Day: Ai Ebihara, Night: Sayoko Uehara"
July 2011,29,None
July 2011,30,"Day: Rise Kujikawa, Night: Ryotaro Dojima"
July 2011,31,"Day: Hisano Kuroda, Night: Nanako Dojima"
August 2011,1,"Day: Naoki Konishi, Night: Ryotaro Dojima"
August 2011,2,"Day: Yumi Ozawa, Night: Nanako Dojima"
August 2011,3,"Day: Marie, Night: Sayoko Uehara"
August 2011,4,"Day: Ai Ebihara, Night: Sayoko Uehara"
August 2011,5,"Day: Rise Kujikawa, Night: Sayoko Uehara"
August 2011,6,"Day: Eri Minami, Night: Ryotaro Dojima"
August 2011,7,Hisano Kuroda
August 2011,8,Naoki Konishi
August 2011,9,Daisuke Nagase
August 2011,10,"Day: Marie, Night: Sayoko Uehara"
August 2011,11,"Day: Fox, Night: Sayoko Uehara"
August 2011,12,None
August 2011,13,Rise Kujikawa
August 2011,14,Hisano Kuroda
August 2011,15,None
August 2011,16,None
August 2011,17,None
August 2011,18,None
August 2011,19,None
August 2011,20,None
August 2011,21,None
August 2011,22,Eri Minami
August 2011,23,Tohru Adachi
August 2011,24,Marie
August 2011,25,Fox
August 2011,26,Rise Kujikawa
August 2011,27,None
August 2011,28,Hisano Kuroda
August 2011,29,None
August 2011,30,None
August 2011,31,None
September 2011,1,Shu Nakajima
September 2011,2,"Day: Fox, Night: Sayoko Uehara"
September 2011,3,"Day: Rise Kujikawa, Night: Shu Nakajima"
September 2011,4,Hisano Kuroda
September 2011,5,Yosuke Hanamura
September 2011,6,None
September 2011,7,Marie
September 2011,8,None
September 2011,9,None
September 2011,10,None
September 2011,11,Hisano Kuroda
September 2011,12,Naoki Konishi
September 2011,13,"Day: Yumi Ozawa, Night: Shu Nakajima"
September 2011,14,"Day: Fox, Night: Sayoko Uehara"
September 2011,15,None
September 2011,16,Rise Kujikawa
September 2011,17,None
September 2011,18,Hisano Kuroda
September 2011,19,Yosuke Hanamura
September 2011,20,"Day: Yukiko Amagi, Night: Shu Nakajima"
September 2011,21,Kanji Tatsumi
September 2011,22,"Day: Ai Ebihara, Night: Shu Nakajima"
September 2011,23,Rise Kujikawa
September 2011,24,"Day: Marie, Night: Shu Nakajima"
September 2011,25,Kanji Tatsumi
September 2011,26,Yumi Ozawa
September 2011,27,"Day: Chie Satonaka, Night: Shu Nakajima"
September 2011,28,Naoki Konishi
September 2011,29,"Day: Daisuke Nagase, Night: Shu Nakajima"
September 2011,30,Eri Minami
Oktober 2011,1,None
Oktober 2011,2,None
Oktober 2011,3,Chie Satonaka
Oktober 2011,4,None
Oktober 2011,5,None
Oktober 2011,6,Shu Nakajima
Oktober 2011,7,None
Oktober 2011,8,Shu Nakajima
Oktober 2011,9,None
Oktober 2011,10,None
Oktober 2011,11,None
Oktober 2011,12,None
Oktober 2011,13,Yukiko Amagi
Oktober 2011,14,None
Oktober 2011,15,None
Oktober 2011,16,Rise Kujikawa
Oktober 2011,17,None
Oktober 2011,18,None
Oktober 2011,19,None
Oktober 2011,20,None
Oktober 2011,21,None
Oktober 2011,22,None
Oktober 2011,23,Naoto Shirogane
Oktober 2011,24,Naoto Shirogane
Oktober 2011,25,None
Oktober 2011,26,Naoto Shirogane
Oktober 2011,27,None
Oktober 2011,28,None
Oktober 2011,29,None
Oktober 2011,30,None
Oktober 2011,31,None
November 2011,1,Naoto Shirogane
November 2011,2,Naoto Shirogane
November 2011,3,None
November 2011,4,None
November 2011,5,None
November 2011,6,None
November 2011,7,Naoto Shirogane
November 2011,8,Naoto Shirogane
November 2011,9,Naoki Konishi
November 2011,10,Ai Ebihara
November 2011,11,None
November 2011,12,Kanji Tatsumi
November 2011,13,Hisano Kuroda
November 2011,14,Yosuke Hanamura
November 2011,15,Naoto Shirogane
November 2011,16,Marie
November 2011,17,Yukiko Amagi
November 2011,18,None
November 2011,19,None
November 2011,20,None
November 2011,21,None
November 2011,22,Chie Satonaka
November 2011,23,Naoki Konishi
November 2011,24,Kanji Tatsumi
November 2011,25,Yosuke Hanamura
November 2011,26,Chie Satonaka
November 2011,27,Yukiko Amagi
November 2011,28,None
November 2011,29,None
November 2011,30,None
December 2011,1,None
December 2011,2,None
December 2011,3,None
December 2011,4,None
December 2011,5,None
December 2011,6,None
December 2011,7,None
December 2011,8,None
December 2011,9,None
December 2011,10,Eri Minami
December 2011,11,Rise Kujikawa
December 2011,12,Naoto Shirogane
December 2011,13,Daisuke Nagase
December 2011,14,Marie
December 2011,15,Yumi Ozawa
December 2011,16,Ai Ebihara
December 2011,17,Yosuke Hanamura
December 2011,18,Kanji Tatsumi
December 2011,19,Naoto Shirogane
December 2011,20,Chie Satonaka
December 2011,21,Yukiko Amagi
December 2011,22,Naoki Konishi
December 2011,23,None
December 2011,24,None
December 2011,25,None
December 2011,26,None
